ArrayTaskID	Sample	Smoothing_window
    98	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652273_Endometrium-Epithelial-Z0000043S.hg38.bed	200
    99	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38.bed	200
   100	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652275_Bone_marrow-Erythrocyte_progenitors-Z000000RH.hg38.bed	200
   101	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652276_Bone_marrow-Erythrocyte_progenitors-Z000000RK.hg38.bed	200
   102	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652277_Blood-T-CD3-Z000000TV.hg38.bed	200
   103	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652278_Blood-T-CD3-Z000000UP.hg38.bed	200
   104	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652279_Blood-T-CD4-Z000000TT.hg38.bed	200
   105	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652280_Blood-T-CD4-Z000000U7.hg38.bed	200
   106	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652281_Blood-T-CD4-Z000000UM.hg38.bed	200
   107	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652282_Blood-T-CD8-Z000000TR.hg38.bed	200
   108	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652283_Blood-T-CD8-Z000000U5.hg38.bed	200
   109	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652284_Blood-T-CD8-Z000000UK.hg38.bed	200
   110	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652285_Blood-T-CenMem-CD4-Z00000417.hg38.bed	200
   111	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652286_Blood-T-CenMem-CD4-Z0000041D.hg38.bed	200
   112	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652287_Blood-T-CenMem-CD4-Z0000041N.hg38.bed	200
   113	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652288_Blood-T-Eff-CD8-Z00000419.hg38.bed	200
   114	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652289_Blood-T-Eff-CD8-Z0000041F.hg38.bed	200
   115	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652290_Blood-T-Eff-CD8-Z0000041Q.hg38.bed	200
   116	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652291_Blood-T-EffMem-CD4-Z00000416.hg38.bed	200
   117	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652292_Blood-T-EffMem-CD4-Z0000041C.hg38.bed	200
   118	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652293_Blood-T-EffMem-CD4-Z0000041M.hg38.bed	200
   119	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652294_Blood-T-EffMem-CD8-Z0000041A.hg38.bed	200
   120	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652295_Blood-T-EffMem-CD8-Z0000041G.hg38.bed	200
   121	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652296_Blood-T-Naive-CD4-Z0000041E.hg38.bed	200
   122	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652297_Blood-T-Naive-CD8-Z0000041B.hg38.bed	200
   123	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652298_Blood-T-Naive-CD8-Z0000041H.hg38.bed	200
   124	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652299_Blood-NK-Z000000TM.hg38.bed	200
   125	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652300_Blood-NK-Z000000U1.hg38.bed	200
   126	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652301_Blood-NK-Z000000UF.hg38.bed	200
   127	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652302_Blood-Monocytes-Z000000TP.hg38.bed	200
   128	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652303_Blood-Monocytes-Z000000U3.hg38.bed	200
   129	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652304_Blood-Monocytes-Z000000UH.hg38.bed	200
   130	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652305_Colon-Macrophages-Z00000444.hg38.bed	200
   131	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652306_Colon-Macrophages-Z00000446.hg38.bed	200
   132	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652307_Liver-Macrophages-Z0000043P.hg38.bed	200
   133	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652308_Lung-Alveolar-Macrophages-Z00000448.hg38.bed	200
   134	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652309_Lung-Alveolar-Macrophages-Z0000044C.hg38.bed	200
   135	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652310_Lung-Interstitial-Macrophages-Z00000447.hg38.bed	200
   136	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652311_Lung-Interstitial-Macrophages-Z0000044D.hg38.bed	200
   137	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652312_Lung-Interstitial-Macrophages-Z0000044E.hg38.bed	200
   138	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652313_Blood-Granulocytes-Z000000TZ.hg38.bed	200
   139	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652314_Blood-Granulocytes-Z000000UD.hg38.bed	200
   140	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652315_Blood-Granulocytes-Z000000UT.hg38.bed	200
   141	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652316_Blood-B-Z000000TX.hg38.bed	200
   142	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652317_Blood-B-Z000000UB.hg38.bed	200
   143	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652318_Blood-B-Z000000UR.hg38.bed	200
   144	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652319_Blood-B-Mem-Z0000041J.hg38.bed	200
   145	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652320_Blood-B-Mem-Z0000041K.hg38.bed	200
   146	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652321_Epidermal-Keratinocytes-Z00000424.hg38.bed	200
   147	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF.hg38.bed	200
   148	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652323_Tonsil-Palatine-Epithelial-Z000000RP.hg38.bed	200
   149	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652324_Tonsil-Palatine-Epithelial-Z000000RR.hg38.bed	200
   150	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652325_Tonsil-Pharyngeal-Epithelial-Z000000Q9.hg38.bed	200
   151	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652326_Tonsil-Pharyngeal-Epithelial-Z000000S1.hg38.bed	200
   152	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652327_Tongue-Epithelial-Z000000QV.hg38.bed	200
   153	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652328_Tongue-Epithelial-Z00000449.hg38.bed	200
   154	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652329_Tongue-Epithelial-Z0000044F.hg38.bed	200
   155	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652330_Tongue_base-Epithelial-Z0000044B.hg38.bed	200
   156	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652331_Larynx-Epithelial-Z000000QB.hg38.bed	200
   157	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652332_Esophagus-Epithelial-Z000000PZ.hg38.bed	200
   158	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652333_Esophagus-Epithelial-Z00000426.hg38.bed	200
   159	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652334_Pharynx-Epithelial-Z0000044A.hg38.bed	200
   160	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652335_Lung-Bronchus-Epithelial-Z000000QD.hg38.bed	200
   161	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652336_Lung-Bronchus-Epithelial-Z000000RZ.hg38.bed	200
   162	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652337_Lung-Bronchus-Epithelial-Z000000S5.hg38.bed	200
   163	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652338_Prostate-Epithelial-Z000000RV.hg38.bed	200
   164	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652339_Prostate-Epithelial-Z000000S3.hg38.bed	200
   165	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652340_Prostate-Epithelial-Z0000045F.hg38.bed	200
   166	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652341_Prostate-Epithelial-Z0000045G.hg38.bed	200
   167	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652342_Bladder-Epithelial-Z000000QM.hg38.bed	200
   168	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652343_Bladder-Epithelial-Z000000QP.hg38.bed	200
   169	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652344_Bladder-Epithelial-Z0000043F.hg38.bed	200
   170	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652345_Bladder-Epithelial-Z0000044L.hg38.bed	200
   171	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652346_Bladder-Epithelial-Z00000450.hg38.bed	200
   172	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652347_Breast-Luminal-Epithelial-Z000000V2.hg38.bed	200
   173	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652348_Breast-Luminal-Epithelial-Z000000VJ.hg38.bed	200
   174	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652349_Breast-Luminal-Epithelial-Z000000VN.hg38.bed	200
   175	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652350_Breast-Basal-Epithelial-Z000000V6.hg38.bed	200
   176	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652351_Breast-Basal-Epithelial-Z000000VG.hg38.bed	200
   177	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652352_Breast-Basal-Epithelial-Z000000VL.hg38.bed	200
   178	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652353_Breast-Basal-Epithelial-Z0000043E.hg38.bed	200
   179	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652354_Lung-Alveolar-Epithelial-Z000000T1.hg38.bed	200
   180	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652355_Lung-Alveolar-Epithelial-Z000000VC.hg38.bed	200
   181	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652356_Lung-Alveolar-Epithelial-Z000000VE.hg38.bed	200
   182	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652357_Lung-Pleura-Z0000042B.hg38.bed	200
   183	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652358_Gallbladder-Epithelial-Z00000432.hg38.bed	200
   184	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652359_Gastric-fundus-Epithelial-Z000000RX.hg38.bed	200
   185	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652360_Gastric-fundus-Epithelial-Z000000SK.hg38.bed	200
   186	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652361_Gastric-fundus-Epithelial-Z000000SV.hg38.bed	200
   187	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652362_Gastric-body-Epithelial-Z000000SD.hg38.bed	200
   188	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652363_Gastric-body-Epithelial-Z000000SM.hg38.bed	200
   189	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652364_Gastric-body-Epithelial-Z000000ST.hg38.bed	200
   190	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652365_Gastric-antrum-Epithelial-Z000000SF.hg38.bed	200
   191	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652366_Gastric-antrum-Epithelial-Z000000SP.hg38.bed	200
   192	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652367_Gastric-antrum-Epithelial-Z000000SR.hg38.bed	200
   193	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652368_Gastric-antrum-Endocrine-Z00000437.hg38.bed	200
   194	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652369_Gastric-antrum-Endocrine-Z00000438.hg38.bed	200
   195	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652370_Colon-Right-Epithelial-Z000000V0.hg38.bed	200
   196	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652371_Colon-Right-Epithelial-Z000000V8.hg38.bed	200
   197	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652372_Colon-Right-Endocrine-Z0000044S.hg38.bed	200
   198	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652373_Colon-Left-Epithelial-Z000000VA.hg38.bed	200
   199	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652374_Colon-Left-Endocrine-Z0000044J.hg38.bed	200
   200	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652375_Colon-Left-Endocrine-Z0000044T.hg38.bed	200
   201	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652376_Colon-Left-Epithelial-Z0000043B.hg38.bed	200
   202	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652377_Colon-Left-Epithelial-Z0000043C.hg38.bed	200
   203	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652378_Small-int-Epithelial-Z0000042V.hg38.bed	200
   204	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652379_Small-int-Epithelial-Z000000RT.hg38.bed	200
   205	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652380_Small-int-Epithelial-Z000000UW.hg38.bed	200
   206	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652381_Small-int-Epithelial-Z000000UY.hg38.bed	200
   207	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM5652382_Small-int-Endocrine-Z00000436.hg38.bed	200
   208	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810003_CNVS-NORM-cfDNA-110000263-WGBS-Rep1.hg38.bed	200
   209	/jmsh/external/nihit/Israeli_methylation_dataset/bed/GSM6810004_CNVS-NORM-cfDNA-110000264-WGBS-Rep1.hg38.bed	200
